# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4556195	4556578	-	WP_000624925.1	WP_000624925.1		ATP synthase subunit I			BA_RS23595	384	127	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4556858	4557079	+							BA_RS23600	222		old_locus_tag=BA5023,BA_5023
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4556858	4557079	+	WP_000639043.1	WP_000639043.1		hypothetical protein			BA_RS23600	222	73	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4557108	4558013	-							BA_RS23605	906		old_locus_tag=BA5024,BA_5024
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4557108	4558013	-	WP_001255392.1	WP_001255392.1		DMT family transporter			BA_RS23605	906	301	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4558312	4558635	-							BA_RS23610	324		old_locus_tag=BA5025,BA_5025
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4558312	4558635	-	WP_000289561.1	WP_000289561.1		iron-sulfur cluster biosynthesis family protein			BA_RS23610	324	107	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4558759	4558932	+							BA_RS27390	174		old_locus_tag=BA5026,BA_5026
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4558759	4558932	+	WP_003160426.1	WP_003160426.1		hypothetical protein			BA_RS27390	174	57	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4558957	4559877	+							BA_RS23615	921		old_locus_tag=BA5027,BA_5027
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4558957	4559877	+	WP_001111102.1	WP_001111102.1		Nif3-like dinuclear metal center hexameric protein			BA_RS23615	921	306	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4560078	4561298	-							BA_RS23620	1221		old_locus_tag=BA5028,BA_5028
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4560078	4561298	-	WP_001030613.1	WP_001030613.1		ATP-binding protein			BA_RS23620	1221	406	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4561295	4562551	-							BA_RS23625	1257		old_locus_tag=BA5029,BA_5029
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4561295	4562551	-	WP_000655193.1	WP_000655193.1		ATP-binding protein			BA_RS23625	1257	418	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4562868	4563677	+							BA_RS23630	810		old_locus_tag=BA5030,BA_5030
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4562868	4563677	+	WP_000498261.1	WP_000498261.1		alpha/beta hydrolase			BA_RS23630	810	269	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4563863	4566011	-							BA_RS23635	2149		pseudo;old_locus_tag=BA5031,BA_5031
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4563863	4566011	-				LTA synthase family protein			BA_RS23635	2149		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4566246	4566476	-							BA_RS23640	231		old_locus_tag=BA5034,BA_5034
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4566246	4566476	-	WP_000227429.1	WP_000227429.1		hypothetical protein			BA_RS23640	231	76	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4566488	4566784	-							BA_RS23645	297		old_locus_tag=BA5035,BA_5035
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4566488	4566784	-	WP_000455575.1	WP_000455575.1		DUF3986 family protein			BA_RS23645	297	98	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4566934	4567911	+							BA_RS23650	978		old_locus_tag=BA5036,BA_5036
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4566934	4567911	+	WP_000922919.1	WP_000922919.1		ABC transporter substrate-binding protein			BA_RS23650	978	325	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4567923	4568687	+							BA_RS23655	765		old_locus_tag=BA5037,BA_5037
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4567923	4568687	+	WP_000009058.1	WP_000009058.1		ABC transporter ATP-binding protein			BA_RS23655	765	254	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4568680	4569486	+							BA_RS23660	807		old_locus_tag=BA5038,BA_5038
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4568680	4569486	+	WP_000368781.1	WP_000368781.1		ABC transporter permease			BA_RS23660	807	268	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4569521	4569748	-							BA_RS23665	228		old_locus_tag=BA5039,BA_5039
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4569521	4569748	-	WP_000849109.1	WP_000849109.1		hypothetical protein			BA_RS23665	228	75	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4569973	4571088	-							BA_RS23670	1116		old_locus_tag=BA5040,BA_5040
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4569973	4571088	-	WP_000827066.1	WP_000827066.1		hypothetical protein			BA_RS23670	1116	371	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4571182	4571856	+							BA_RS23675	675		pseudo;old_locus_tag=BA5041,BA_5041
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4571182	4571856	+				HAD family hydrolase			BA_RS23675	675		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4571895	4572434	-							BA_RS23680	540		old_locus_tag=BA5042,BA_5042
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4571895	4572434	-	WP_000415406.1	WP_000415406.1		DUF3267 domain-containing protein			BA_RS23680	540	179	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4572546	4573025	-					mutTA		BA_RS23685	480		old_locus_tag=BA5043,BA_5043
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4572546	4573025	-	WP_000276389.1	WP_000276389.1		antimutator 8-oxo-(dGTP/GTP)ase	mutTA		BA_RS23685	480	159	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4573110	4573427	-							BA_RS23690	318		old_locus_tag=BA5044,BA_5044
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4573110	4573427	-	WP_000435820.1	WP_000435820.1		hypothetical protein			BA_RS23690	318	105	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4573511	4573660	+					ytzI		BA_RS23695	150		old_locus_tag=BA5045,BA_5045
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4573511	4573660	+	WP_000912935.1	WP_000912935.1		YtzI protein	ytzI		BA_RS23695	150	49	
gene	pseudogene	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4573653	4573848	+							BA_RS27730	196		pseudo
CDS	without_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4573653	4573848	+				hypothetical protein			BA_RS27730	196		pseudo
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4573863	4574093	+							BA_RS23700	231		old_locus_tag=BA5046,BA_5046
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4573863	4574093	+	WP_000911966.1	WP_000911966.1		YczI family protein			BA_RS23700	231	76	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4574588	4575061	-					luxS		BA_RS23705	474		old_locus_tag=BA5047,BA_5047
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4574588	4575061	-	WP_001141369.1	WP_001141369.1		S-ribosylhomocysteine lyase LuxS	luxS		BA_RS23705	474	157	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4575190	4575426	+					yidD		BA_RS23710	237		old_locus_tag=BA5048,BA_5048
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4575190	4575426	+	WP_000809330.1	WP_000809330.1		membrane protein insertion efficiency factor YidD	yidD		BA_RS23710	237	78	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4575423	4575986	-							BA_RS23715	564		old_locus_tag=BA5049,BA_5049
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4575423	4575986	-	WP_000838159.1	WP_000838159.1		carbonic anhydrase			BA_RS23715	564	187	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4576211	4577560	+					cydA		BA_RS23720	1350		old_locus_tag=BA5050,BA_5050
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4576211	4577560	+	WP_001286162.1	WP_001286162.1		cytochrome ubiquinol oxidase subunit I	cydA		BA_RS23720	1350	449	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4577550	4578578	+					cydB		BA_RS23725	1029		old_locus_tag=BA5051,BA_5051
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4577550	4578578	+	WP_000017652.1	WP_000017652.1		cytochrome d ubiquinol oxidase subunit II	cydB		BA_RS23725	1029	342	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4578745	4578960	-							BA_RS23730	216		old_locus_tag=BA5052,BA_5052
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4578745	4578960	-	WP_001141561.1	WP_001141561.1		spore germination protein			BA_RS23730	216	71	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4579063	4579869	-							BA_RS23735	807		old_locus_tag=BA5054,BA_5054
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4579063	4579869	-	WP_000523321.1	WP_000523321.1		S-layer homology domain-containing protein			BA_RS23735	807	268	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4580579	4581616	+							BA_RS23740	1038		old_locus_tag=BA5055,BA_5055
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4580579	4581616	+	WP_000965224.1	WP_000965224.1		YdcF family protein			BA_RS23740	1038	345	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4581809	4582681	+							BA_RS23745	873		old_locus_tag=BA5056,BA_5056
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4581809	4582681	+	WP_000411239.1	WP_000411239.1		YitT family protein			BA_RS23745	873	290	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4582789	4583007	-							BA_RS23750	219		old_locus_tag=BA5057,BA_5057
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4582789	4583007	-	WP_000180100.1	WP_000180100.1		hypothetical protein			BA_RS23750	219	72	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4583105	4583920	-							BA_RS23755	816		old_locus_tag=BA5058,BA_5058
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4583105	4583920	-	WP_000071180.1	WP_000071180.1		DUF4247 domain-containing protein			BA_RS23755	816	271	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4583933	4584439	-							BA_RS23760	507		old_locus_tag=BA5059,BA_5059
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4583933	4584439	-	WP_000051761.1	WP_000051761.1		DUF4178 domain-containing protein			BA_RS23760	507	168	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4584461	4584865	-							BA_RS23765	405		old_locus_tag=BA5060,BA_5060
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4584461	4584865	-	WP_000220090.1	WP_000220090.1		DUF350 domain-containing protein			BA_RS23765	405	134	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4584946	4585611	-							BA_RS23770	666		old_locus_tag=BA5061,BA_5061
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4584946	4585611	-	WP_000110287.1	WP_000110287.1		PspA/IM30 family protein			BA_RS23770	666	221	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4586012	4586590	+							BA_RS23775	579		old_locus_tag=BA5062,BA_5062
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4586012	4586590	+	WP_000737489.1	WP_000737489.1		lipoprotein BA_5634 family protein			BA_RS23775	579	192	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4586834	4587001	-							BA_RS23780	168		old_locus_tag=BA5063,BA_5063
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4586834	4587001	-	WP_000989589.1	WP_000989589.1		FeoB-associated Cys-rich membrane protein			BA_RS23780	168	55	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4587018	4589006	-					feoB		BA_RS23785	1989		old_locus_tag=BA5064,BA_5064
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4587018	4589006	-	WP_001044820.1	WP_001044820.1		ferrous iron transport protein B	feoB		BA_RS23785	1989	662	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4589003	4589230	-							BA_RS23790	228		old_locus_tag=BA5065,BA_5065
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4589003	4589230	-	WP_000060515.1	WP_000060515.1		ferrous iron transport protein A			BA_RS23790	228	75	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4589613	4590281	+					thiT		BA_RS23795	669		old_locus_tag=BA5066,BA_5066
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4589613	4590281	+	WP_001246597.1	WP_001246597.1		energy-coupled thiamine transporter ThiT	thiT		BA_RS23795	669	222	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4590490	4592343	-							BA_RS23800	1854		old_locus_tag=BA5067,BA_5067
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4590490	4592343	-	WP_000715415.1	WP_000715415.1		HAMP domain-containing histidine kinase			BA_RS23800	1854	617	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4592340	4593029	-							BA_RS23805	690		old_locus_tag=BA5068,BA_5068
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4592340	4593029	-	WP_001097097.1	WP_001097097.1		response regulator transcription factor			BA_RS23805	690	229	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4593069	4593689	-							BA_RS23810	621		old_locus_tag=BA5069,BA_5069
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4593069	4593689	-	WP_000771607.1	WP_000771607.1		class D sortase			BA_RS23810	621	206	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4593779	4594225	-							BA_RS23815	447		old_locus_tag=BA5070,BA_5070
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4593779	4594225	-	WP_000728001.1	WP_000728001.1		LPXTG cell wall anchor domain-containing protein			BA_RS23815	447	148	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4594402	4594734	-							BA_RS23820	333		old_locus_tag=BA5071,BA_5071
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4594402	4594734	-	WP_000415602.1	WP_000415602.1		hypothetical protein			BA_RS23820	333	110	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4594918	4595133	-							BA_RS23825	216		old_locus_tag=BA5072,BA_5072
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4594918	4595133	-	WP_002156638.1	WP_002156638.1		hypothetical protein			BA_RS23825	216	71	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4595294	4595845	+					hpt		BA_RS23830	552		old_locus_tag=BA5074,BA_5074
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4595294	4595845	+	WP_001019307.1	WP_001019307.1		hypoxanthine phosphoribosyltransferase	hpt		BA_RS23830	552	183	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4596080	4596982	+							BA_RS23835	903		old_locus_tag=BA5075,BA_5075
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4596080	4596982	+	WP_000167888.1	WP_000167888.1		diacylglycerol kinase family lipid kinase			BA_RS23835	903	300	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4597043	4597723	-							BA_RS23840	681		old_locus_tag=BA5076,BA_5076
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4597043	4597723	-	WP_001168085.1	WP_001168085.1		hypothetical protein			BA_RS23840	681	226	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4597905	4598900	+							BA_RS23845	996		old_locus_tag=BA5077,BA_5077
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4597905	4598900	+	WP_000483105.1	WP_000483105.1		Rpn family recombination-promoting nuclease/putative transposase			BA_RS23845	996	331	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4599052	4599468	-							BA_RS23850	417		old_locus_tag=BA5078,BA_5078
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4599052	4599468	-	WP_000024117.1	WP_000024117.1		SRPBCC family protein			BA_RS23850	417	138	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4599486	4600496	-							BA_RS23855	1011		old_locus_tag=BA5079,BA_5079
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4599486	4600496	-	WP_000653979.1	WP_000653979.1		aldo/keto reductase			BA_RS23855	1011	336	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4601031	4601210	-							BA_RS23860	180		old_locus_tag=BA5080,BA_5080
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4601031	4601210	-	WP_000928044.1	WP_000928044.1		hypothetical protein			BA_RS23860	180	59	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4601285	4601632	-							BA_RS23865	348		old_locus_tag=BA5081,BA_5081
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4601285	4601632	-	WP_000819340.1	WP_000819340.1		YxeA family protein			BA_RS23865	348	115	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4601929	4602519	-							BA_RS23870	591		old_locus_tag=BA5082,BA_5082
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4601929	4602519	-	WP_000418916.1	WP_000418916.1		DedA family protein			BA_RS23870	591	196	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4602519	4603097	-							BA_RS23875	579		old_locus_tag=BA5083,BA_5083
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4602519	4603097	-	WP_001176082.1	WP_001176082.1		methyltransferase domain-containing protein			BA_RS23875	579	192	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4603240	4605189	-							BA_RS23880	1950		old_locus_tag=BA5084,BA_5084
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4603240	4605189	-	WP_000176123.1	WP_000176123.1		ABC transporter permease			BA_RS23880	1950	649	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4605176	4605946	-							BA_RS23885	771		old_locus_tag=BA5085,BA_5085
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	4605176	4605946	-	WP_000859653.1	WP_000859653.1		ABC transporter ATP-binding protein			BA_RS23885	771	256	
